Region,Age,Year,MortalityCoefficient
4,19,2007,0.0
4,19,2008,0.00018508236165093466
4,19,2009,0.00017114495978093444
4,19,2010,0.0003459609064175748
4,19,2011,0.0007013852358407856
4,19,2012,0.0006919218128351496
4,19,2013,0.0004948861761794787
4,19,2014,0.0
4,19,2015,0.00016254876462938882
4,19,2016,0.0
4,19,2017,0.00017265193370165745
4,19,2018,0.0
4,19,2019,0.0007267441860465116
4,19,2020,0.0003826286588865506
4,19,2021,0.0
4,19,2022,0.0
4,19,2023,0.00019102196752626553
5,0,2000,0.0016028495102404273
5,0,2001,0.0019301631865239516
5,0,2002,0.0017376194613379669
5,0,2003,0.0024462694391053645
5,0,2004,0.001709986320109439
5,0,2005,0.0012431184514295863
5,0,2006,0.0015690376569037657
5,0,2007,0.001725625539257981
5,0,2008,0.002274573517465475
5,0,2009,0.001643115346697338
5,0,2010,0.0024649514712679096
5,0,2011,0.0016084928422068522
5,0,2012,0.0010513667768098527
5,0,2013,0.0018674136321195146
5,0,2014,0.0022727272727272726
5,0,2015,0.000727802037845706
5,0,2016,0.0021912350597609563
5,0,2017,0.0023976023976023976
5,0,2018,0.002493287303413886
5,0,2019,0.002100439182738209
5,0,2020,0.002844141069397042
5,0,2021,0.0017316017316017316
5,0,2022,0.0019210618232623122
5,0,2023,0.0016131923283742606
5,1,2000,0.0
5,1,2001,0.0005407354001441961
5,1,2002,0.0007450176941702365
5,1,2003,0.0003615982643283312
5,1,2004,0.0
5,1,2005,0.000354421407052986
5,1,2006,0.0010710460549803642
5,1,2007,0.0005142269454919438
5,1,2008,0.0003445305770887166
5,1,2009,0.0005470459518599562
5,1,2010,0.0003753049352598987
5,1,2011,0.0009867771857114663
5,1,2012,0.0001901863826550019
5,1,2013,0.00018628912071535022
5,1,2014,0.0005682894487592347
5,1,2015,0.0007626310772163965
5,1,2016,0.0003650967506389193
5,1,2017,0.00036975411351451286
5,1,2018,0.00034246575342465754
5,1,2019,0.0005245672320335723
5,1,2020,0.00035298270384751147
5,1,2021,0.0
5,1,2022,0.0003317299718029524
5,1,2023,0.0004846526655896607
5,2,2000,0.0001623640201331385
5,2,2001,0.00016518004625041294
5,2,2002,0.00017397355601948505
5,2,2003,0.0
5,2,2004,0.0001793400286944046
5,2,2005,0.00038095238095238096
5,2,2006,0.0
5,2,2007,0.000189000189000189
5,2,2008,0.00019043991620643687
5,2,2009,0.00017717930545712261
5,2,2010,0.00017283097131005876
5,2,2011,0.00017250301880282904
5,2,2012,0.0
5,2,2013,0.0
5,2,2014,0.0
5,2,2015,0.0
5,2,2016,0.0
5,2,2017,0.0
5,2,2018,0.00016002560409665546
5,2,2019,0.0
5,2,2020,0.00015878056525881233
5,2,2021,0.0001483239394838327
5,2,2022,0.00015420200462606013
5,2,2023,0.00015042117930204573
5,3,2000,0.0
5,3,2001,6.341556217895871e-05
5,3,2002,0.0
5,3,2003,0.0
5,3,2004,6.308750236578134e-05
5,3,2005,0.00012663838409421896
5,3,2006,6.121449559255632e-05
5,3,2007,0.0
5,3,2008,0.0
5,3,2009,6.280618012812461e-05
5,3,2010,0.0001228878648233487
5,3,2011,6.148927012236365e-05
5,3,2012,0.0
5,3,2013,0.0
5,3,2014,0.0
5,3,2015,5.436259853220984e-05
5,3,2016,0.00010887316276537834
5,3,2017,0.0
5,3,2018,0.0
5,3,2019,0.0
5,3,2020,5.900749395173187e-05
5,3,2021,5.86063412061185e-05
5,3,2022,5.8261477511069683e-05
5,3,2023,0.0
5,4,2000,0.0
5,4,2001,0.0
5,4,2002,0.00012335779929686054
5,4,2003,6.093845216331505e-05
5,4,2004,0.00011865915158706616
5,4,2005,0.0
5,4,2006,0.00012002640580927805
5,4,2007,5.9655192984549304e-05
5,4,2008,5.88754783632617e-05
5,4,2009,0.0
5,4,2010,0.00011290504685559444
5,4,2011,5.509641873278237e-05
5,4,2012,0.0
5,4,2013,0.00010469011725293132
5,4,2014,0.0
5,4,2015,0.0
5,4,2016,0.0
5,4,2017,0.0
5,4,2018,5.189952252439278e-05
5,4,2019,5.315473342901185e-05
5,4,2020,5.448403617740002e-05
5,4,2021,0.0
5,4,2022,0.00011486331265793706
5,4,2023,0.0
5,5,2000,0.0
5,5,2001,0.0
5,5,2002,0.0
5,5,2003,0.00010185373803218578
5,5,2004,0.0
5,5,2005,4.91569581674286e-05
5,5,2006,0.0
5,5,2007,0.0
5,5,2008,0.0
5,5,2009,0.0
5,5,2010,0.0
5,5,2011,0.0
5,5,2012,6.435006435006435e-05
5,5,2013,0.00012576243476073698
5,5,2014,0.0
5,5,2015,0.0
5,5,2016,0.0
5,5,2017,0.0
5,5,2018,0.0
5,5,2019,6.114338122898196e-05
5,5,2020,0.0
5,5,2021,5.778676683039584e-05
5,5,2022,0.0
5,5,2023,0.0
5,6,2000,0.0
5,6,2001,0.0
5,6,2002,0.0
5,6,2003,0.0
5,6,2004,0.0
5,6,2005,0.0
5,6,2006,5.808887598024978e-05
5,6,2007,0.0
5,6,2008,0.0
5,6,2009,5.809225049378413e-05
5,6,2010,0.0
5,6,2011,0.0
5,6,2012,6.073489219556635e-05
5,6,2013,0.0
5,6,2014,0.0
5,6,2015,0.0
5,6,2016,0.0
5,6,2017,5.836689429755443e-05
5,6,2018,5.689900426742532e-05
5,6,2019,5.60475283040018e-05
5,6,2020,0.0
5,6,2021,0.0
5,6,2022,0.0
5,6,2023,0.00015409111921516256
5,7,2000,4.931452805996646e-05
5,7,2001,0.0
5,7,2002,0.0
5,7,2003,0.0
5,7,2004,5.2628809010052104e-05
5,7,2005,0.0
5,7,2006,0.0
5,7,2007,5.636343140570398e-05
5,7,2008,0.0
5,7,2009,5.3769222497042695e-05
5,7,2010,0.00015651901706057285
5,7,2011,5.172770535899027e-05
5,7,2012,0.0
5,7,2013,4.8899755501222496e-05
5,7,2014,0.0
5,7,2015,0.0
5,7,2016,0.0
5,7,2017,0.0
5,7,2018,6.0521697028384676e-05
5,7,2019,0.0
5,7,2020,0.0
5,7,2021,0.0
5,7,2022,0.0
5,7,2023,0.0
5,8,2000,0.0
5,8,2001,0.00012189176011701609
5,8,2002,6.104260774020266e-05
5,8,2003,0.0
5,8,2004,6.086427267194157e-05
5,8,2005,0.0
5,8,2006,0.0
5,8,2007,0.0
5,8,2008,0.0
5,8,2009,0.0
5,8,2010,0.0
5,8,2011,0.0
5,8,2012,0.0
5,8,2013,0.0
5,8,2014,5.794749956539375e-05
5,8,2015,0.0
5,8,2016,0.0
5,8,2017,0.0
5,8,2018,0.0
5,8,2019,0.0
5,8,2020,0.0
5,8,2021,6.041931001147967e-05
5,8,2022,5.85480093676815e-05
5,8,2023,5.991970759182695e-05
5,9,2000,5.897269564191779e-05
5,9,2001,0.0
5,9,2002,5.7796786498670675e-05
5,9,2003,0.0
5,9,2004,0.0
5,9,2005,0.0
5,9,2006,5.247415647793462e-05
5,9,2007,5.067653169817058e-05
5,9,2008,0.0
5,9,2009,4.846370068818455e-05
5,9,2010,0.0
5,9,2011,0.0
5,9,2012,0.0
5,9,2013,0.0
5,9,2014,0.00010561334952738026
5,9,2015,0.0
5,9,2016,0.0
5,9,2017,0.0
5,9,2018,5.236150382238978e-05
5,9,2019,5.134260923140114e-05
5,9,2020,0.0
5,9,2021,0.0
5,9,2022,0.0
5,9,2023,0.0
5,10,2000,0.00018148820326678765
5,10,2001,0.000177210703526493
5,10,2002,0.0003623844899438304
5,10,2003,0.00018234865061998541
5,10,2004,0.0
5,10,2005,0.0
5,10,2006,0.00017322016282695306
5,10,2007,0.0
5,10,2008,0.0
5,10,2009,0.00015006002400960383
5,10,2010,0.0
5,10,2011,0.0
5,10,2012,0.0
5,10,2013,0.0
5,10,2014,0.0001443418013856813
5,10,2015,0.0002821670428893905
5,10,2016,0.0001355380862022228
5,10,2017,0.0
5,10,2018,0.00028814291888776836
5,10,2019,0.0
5,10,2020,0.0
5,10,2021,0.0
5,10,2022,0.0
5,10,2023,0.00014887598630340925
5,11,2000,0.00014436263894903998
5,11,2001,0.0001448016217781639
5,11,2002,0.00015365703749231714
5,11,2003,0.00015012760846719713
5,11,2004,0.00014723203769140164
5,11,2005,0.0
5,11,2006,0.00014334862385321102
5,11,2007,0.0
5,11,2008,0.0
5,11,2009,0.000133422281521014
5,11,2010,0.0
5,11,2011,0.00012413108242303873
5,11,2012,0.0
5,11,2013,0.00011988970147464332
5,11,2014,0.0
5,11,2015,0.0
5,11,2016,0.00011974613818704346
5,11,2017,0.0001252661906551422
5,11,2018,0.00012696800406297612
5,11,2019,0.0
5,11,2020,0.0
5,11,2021,0.0
5,11,2022,0.0
5,11,2023,0.0
5,12,2000,0.00013335111348179759
5,12,2001,0.0
5,12,2002,0.0
5,12,2003,0.0
5,12,2004,0.0
5,12,2005,0.0
5,12,2006,0.00011348161597821153
5,12,2007,0.00010840108401084011
5,12,2008,0.0
5,12,2009,0.0
5,12,2010,0.00017445917655268666
5,12,2011,0.0
5,12,2012,0.0
5,12,2013,0.0
5,12,2014,0.0
5,12,2015,0.00017179178835251675
5,12,2016,0.0
5,12,2017,0.0
5,12,2018,0.00015035333032626674
5,12,2019,0.0
5,12,2020,0.0
5,12,2021,0.0
5,12,2022,0.0
5,12,2023,0.00028814291888776836
5,13,2000,0.00014110342881332017
5,13,2001,0.0
5,13,2002,0.0
5,13,2003,0.00014396775122372588
5,13,2004,0.0001394700139470014
5,13,2005,0.00013931457230426304
5,13,2006,0.00014188422247446084
5,13,2007,0.0
5,13,2008,0.00014755791648221928
5,13,2009,0.0
5,13,2010,0.00028739761459979884
5,13,2011,0.0001535862386730149
5,13,2012,0.0001503307276007216
5,13,2013,0.00014667057788207686
5,13,2014,0.0
5,13,2015,0.0002860411899313501
5,13,2016,0.00014126289023873428
5,13,2017,0.00014007564084605686
5,13,2018,0.0
5,13,2019,0.00012693577050012695
5,13,2020,0.0
5,13,2021,0.0
5,13,2022,0.0
5,13,2023,0.0
5,14,2000,0.0
5,14,2001,0.0
5,14,2002,0.0
5,14,2003,0.0
5,14,2004,0.00013194352816994325
5,14,2005,0.0
5,14,2006,0.00042414816909373674
5,14,2007,0.00013833171946327292
5,14,2008,0.00013444474321054048
5,14,2009,0.00013032712107389547
5,14,2010,0.00012545477355413375
5,14,2011,0.0
5,14,2012,0.0
5,14,2013,0.0
5,14,2014,0.0001124985937675779
5,14,2015,0.00011325028312570782
5,14,2016,0.00017911517105498835
5,14,2017,0.00018060321473722233
5,14,2018,0.0
5,14,2019,0.0
5,14,2020,0.0
5,14,2021,0.0
5,14,2022,0.00035254715318173806
5,14,2023,0.0
5,15,2000,0.0
5,15,2001,0.00016619577862722287
5,15,2002,0.00016118633139909736
5,15,2003,0.0
5,15,2004,0.0002997152704930316
5,15,2005,0.00015167602002123465
5,15,2006,0.0
5,15,2007,0.0
5,15,2008,0.0
5,15,2009,0.00014150275930380644
5,15,2010,0.00013533631073216944
5,15,2011,0.00014074595355383532
5,15,2012,0.0
5,15,2013,0.0002797985450475658
5,15,2014,0.00027843519420854795
5,15,2015,0.0
5,15,2016,0.0002899811512251704
5,15,2017,0.0
5,15,2018,0.00014415453366008361
5,15,2019,0.0
5,15,2020,0.0
5,15,2021,0.0
5,15,2022,0.00014803849000740192
5,15,2023,0.0
5,16,2000,0.0
5,16,2001,0.0
5,16,2002,0.0
5,16,2003,0.00013338668800853674
5,16,2004,0.0
5,16,2005,0.0001239771881973717
5,16,2006,0.00011868027533823879
5,16,2007,0.00011705489874751258
5,16,2008,0.00011873664212776063
5,16,2009,0.0
5,16,2010,0.0
5,16,2011,0.00012496875781054737
5,16,2012,0.00012664640324214793
5,16,2013,0.00013217023526301876
5,16,2014,0.0004153973968429798
5,16,2015,0.00014023278642546626
5,16,2016,0.0
5,16,2017,0.0
5,16,2018,0.0
5,16,2019,0.0
5,16,2020,0.0
5,16,2021,0.0003575685339690107
5,16,2022,0.00011570056693277797
5,16,2023,0.000224290680722216
5,17,2000,4.850130953535746e-05
5,17,2001,0.0
5,17,2002,4.6860356138706655e-05
5,17,2003,0.0
5,17,2004,9.614460148062687e-05
5,17,2005,4.7782874617737003e-05
5,17,2006,4.7714476572192006e-05
5,17,2007,9.711566475672526e-05
5,17,2008,0.00014609203798392987
5,17,2009,4.974134500596896e-05
5,17,2010,9.640412609659693e-05
5,17,2011,0.00018850141376060322
5,17,2012,4.35691878703381e-05
5,17,2013,4.1727519298977675e-05
5,17,2014,0.0
5,17,2015,0.0
5,17,2016,0.0
5,17,2017,4.4275214734791464e-05
5,17,2018,0.0
5,17,2019,4.523863379325944e-05
5,17,2020,8.926180487369455e-05
5,17,2021,0.0
5,17,2022,4.491152429713464e-05
5,17,2023,9.028122601904934e-05
5,18,2000,0.0
5,18,2001,0.00015114873035066505
5,18,2002,0.0
5,18,2003,5.122688386865427e-05
5,18,2004,9.942828734775044e-05
5,18,2005,0.0
5,18,2006,9.930486593843098e-05
5,18,2007,9.72951936174353e-05
5,18,2008,4.975619464623345e-05
5,18,2009,4.7087630079578097e-05
5,18,2010,0.00013599891200870393
5,18,2011,0.0
5,18,2012,8.628872206402623e-05
5,18,2013,4.0412204485754696e-05
5,18,2014,0.0
5,18,2015,0.0
5,18,2016,7.421701053881549e-05
5,18,2017,7.607165950325207e-05
5,18,2018,0.00011738926279542965
5,18,2019,4.099200655872105e-05
5,18,2020,0.0
5,18,2021,0.00014066676044450696
5,18,2022,0.00014421690222094028
5,18,2023,0.0
5,19,2000,0.0001402852466682254
5,19,2001,0.0001371177841766077
5,19,2002,0.0002710761724044456
5,19,2003,4.4074220988144036e-05
5,19,2004,8.505932888189512e-05
5,19,2005,8.415029242226617e-05
5,19,2006,0.0
5,19,2007,4.009301579664822e-05
5,19,2008,8.855042946958293e-05
5,19,2009,9.134505594884677e-05
5,19,2010,4.519774011299435e-05
5,19,2011,0.0
5,19,2012,9.400705052878966e-05
5,19,2013,0.00014009526478005044
5,19,2014,0.0001378486421908744
5,19,2015,0.0
5,19,2016,9.594166746618056e-05
5,19,2017,4.836525440123815e-05
5,19,2018,9.942334460131238e-05
5,19,2019,0.0
5,19,2020,4.785146904009953e-05
5,19,2021,9.047726758651888e-05
5,19,2022,8.710801393728223e-05
5,19,2023,0.000214096086323542
6,0,2000,0.0004694635312193248
6,0,2001,0.0006024874123165641
6,0,2002,0.0006294115002472688
6,0,2003,0.0005590756615728662
6,0,2004,0.0005524098881369977
6,0,2005,0.000446907400786557
6,0,2006,0.0005269397971281781
6,0,2007,0.0004479283314669653
6,0,2008,0.000496233139351288
6,0,2009,0.0004239284032030146
6,0,2010,0.00035124692658939234
6,0,2011,0.00020479213598197828
6,0,2012,0.0005840191133528006
6,0,2013,0.0005773369023250931
6,0,2014,0.00046485202210629615
6,0,2015,0.0004675081813931744
6,0,2016,0.0005077688636132832
6,0,2017,0.0003102057698273188
6,0,2018,0.0002470599861646408
6,0,2019,0.00042682348477662905
6,0,2020,0.0007046554234979095
6,0,2021,0.0004113345521023766
6,0,2022,0.0002562241106888158
6,0,2023,0.0002483649308717609
6,1,2000,7.860708249813308e-05
6,1,2001,0.00019698999290836025
6,1,2002,7.939658594680428e-05
6,1,2003,0.00012379301807378064
6,1,2004,0.0
6,1,2005,0.0
6,1,2006,0.0
6,1,2007,9.612149757293218e-05
6,1,2008,0.00014002333722287048
6,1,2009,4.637573621481241e-05
6,1,2010,0.00013886960144424384
6,1,2011,4.6724605177086255e-05
6,1,2012,4.607021100156639e-05
6,1,2013,4.4676763615243714e-05
6,1,2014,0.0
6,1,2015,4.5179362067407606e-05
6,1,2016,0.0
6,1,2017,0.0
6,1,2018,0.00022022551092318535
6,1,2019,4.4720719109163274e-05
6,1,2020,8.875083203905037e-05
6,1,2021,0.0001399384270920795
6,1,2022,4.601297565913588e-05
6,1,2023,4.5075501464953795e-05
6,2,2000,0.0
6,2,2001,4.746760336070632e-05
6,2,2002,0.0
6,2,2003,0.0
6,2,2004,9.527892906483732e-05
6,2,2005,9.493971328206589e-05
6,2,2006,4.490749056942698e-05
6,2,2007,0.0
6,2,2008,4.227257355427798e-05
6,2,2009,4.2183413481818946e-05
6,2,2010,4.240882103477523e-05
6,2,2011,4.428109639994686e-05
6,2,2012,0.0
6,2,2013,0.0
6,2,2014,0.0
6,2,2015,8.708525646608029e-05
6,2,2016,4.439708755105665e-05
6,2,2017,0.0
6,2,2018,4.650081376424087e-05
6,2,2019,0.0
6,2,2020,0.00010167251283615474
6,2,2021,0.0
6,2,2022,5.223295899712719e-05
6,2,2023,5.1292572835453425e-05
6,3,2000,0.0
6,3,2001,0.0
6,3,2002,0.0
6,3,2003,4.899318994659742e-05
6,3,2004,0.0
6,3,2005,0.0
6,3,2006,0.0
6,3,2007,4.225649693640397e-05
6,3,2008,8.197393228953193e-05
6,3,2009,0.0
6,3,2010,3.9198776998157654e-05
6,3,2011,3.965421524308034e-05
6,3,2012,0.0
6,3,2013,4.183750313781274e-05
6,3,2014,0.0
6,3,2015,0.0
6,3,2016,0.0
6,3,2017,0.0
6,3,2018,0.0
6,3,2019,0.0
6,3,2020,0.0
6,3,2021,0.0
6,3,2022,0.0
6,3,2023,0.0
6,4,2000,0.0
6,4,2001,0.0
6,4,2002,0.00012873326467559217
6,4,2003,0.00013702384214853386
6,4,2004,0.00014132278123233464
6,4,2005,0.0
6,4,2006,0.00027552004408320705
6,4,2007,0.0001388888888888889
6,4,2008,0.0
6,4,2009,0.0
6,4,2010,0.00015241579027587258
6,4,2011,0.0
6,4,2012,0.0
6,4,2013,0.0
6,4,2014,0.0
6,4,2015,0.0
6,4,2016,0.0
6,4,2017,0.0
6,4,2018,0.00015943877551020407
6,4,2019,0.0
6,4,2020,0.0
6,4,2021,0.00029511583296443856
6,4,2022,0.0
6,4,2023,0.000275027502750275
6,5,2000,0.0
6,5,2001,0.0
6,5,2002,0.0
6,5,2003,0.0
6,5,2004,0.0
6,5,2005,0.0
6,5,2006,0.0
6,5,2007,0.0
6,5,2008,0.0
6,5,2009,0.0
6,5,2010,0.0
6,5,2011,0.00016605778811026238
6,5,2012,0.00016002560409665546
6,5,2013,0.0
6,5,2014,0.0
6,5,2015,0.0
6,5,2016,0.00028169014084507044
6,5,2017,0.0
6,5,2018,0.0
6,5,2019,0.0
6,5,2020,0.00015491866769945777
6,5,2021,0.0
6,5,2022,0.00016371971185330714
6,5,2023,0.0
6,6,2000,0.0
6,6,2001,0.0
6,6,2002,0.0
6,6,2003,0.00015365703749231714
6,6,2004,0.0
6,6,2005,0.0
6,6,2006,0.0
6,6,2007,0.0
6,6,2008,0.00025113008538422905
6,6,2009,0.0
6,6,2010,0.0
6,6,2011,0.0
6,6,2012,0.00013762730525736306
6,6,2013,0.0
6,6,2014,0.00013531799729364006
6,6,2015,0.0001375894331315355
6,6,2016,0.0
6,6,2017,0.0
6,6,2018,0.0
6,6,2019,0.0
6,6,2020,0.0
6,6,2021,0.0
6,6,2022,0.0
6,6,2023,0.0002804655728509325
6,7,2000,0.0004326507066628209
6,7,2001,0.0
6,7,2002,0.0
6,7,2003,0.0
6,7,2004,0.0
6,7,2005,0.00014894250819183795
6,7,2006,0.0
6,7,2007,0.0
6,7,2008,0.0
6,7,2009,0.0
6,7,2010,0.0
6,7,2011,0.0
6,7,2012,0.0
6,7,2013,0.0
6,7,2014,0.00031969309462915604
6,7,2015,0.0
6,7,2016,0.0
6,7,2017,0.0
6,7,2018,0.0
6,7,2019,0.00016983695652173913
6,7,2020,0.0
6,7,2021,0.0001591849729385546
6,7,2022,0.0
6,7,2023,0.0
6,8,2000,0.0
6,8,2001,0.0
6,8,2002,0.0
6,8,2003,0.0
6,8,2004,0.0
6,8,2005,0.0003040900106431504
6,8,2006,0.0
6,8,2007,0.000159821000479463
6,8,2008,0.0
6,8,2009,0.0
6,8,2010,0.0
6,8,2011,0.0
6,8,2012,0.0
6,8,2013,0.0
6,8,2014,0.0
6,8,2015,0.0001570105197048202
6,8,2016,0.0
6,8,2017,0.00012608750472828143
6,8,2018,0.00012467273407305821
6,8,2019,0.0
6,8,2020,0.0
6,8,2021,0.0
6,8,2022,0.0
6,8,2023,0.0
6,9,2000,0.0
6,9,2001,0.0
6,9,2002,0.0001381788033715628
6,9,2003,0.0
6,9,2004,0.00015339776039269826
6,9,2005,0.0
6,9,2006,0.0
6,9,2007,0.0
6,9,2008,0.0001410238330277817
6,9,2009,0.0
6,9,2010,0.00014684287812041116
6,9,2011,0.0
6,9,2012,0.0
6,9,2013,0.00015267175572519084
6,9,2014,0.0001488316713796696
6,9,2015,0.0
6,9,2016,0.0
6,9,2017,0.0
6,9,2018,0.0
6,9,2019,0.0
6,9,2020,0.00015035333032626674
6,9,2021,0.00015681354869060687
6,9,2022,0.0
6,9,2023,0.0
6,10,2000,0.00017214666896195557
6,10,2001,0.0
6,10,2002,0.00017670966601873123
6,10,2003,0.0
6,10,2004,0.0
6,10,2005,0.0
6,10,2006,0.0
6,10,2007,0.0
6,10,2008,0.0
6,10,2009,0.00014204545454545454
6,10,2010,0.0
6,10,2011,0.0
6,10,2012,0.0
6,10,2013,0.0
6,10,2014,0.0
6,10,2015,0.0
6,10,2016,0.0
6,10,2017,0.0
6,10,2018,0.0
6,10,2019,0.0002994460248540201
6,10,2020,0.0
6,10,2021,0.0
6,10,2022,0.0
6,10,2023,0.0
6,11,2000,0.00013902405116085083
6,11,2001,0.0001299545159194282
6,11,2002,0.0001272264631043257
6,11,2003,0.0
6,11,2004,0.0
6,11,2005,0.0
6,11,2006,0.00042924595793389613
6,11,2007,0.0
6,11,2008,0.0
6,11,2009,0.0
6,11,2010,0.0
6,11,2011,0.00014037057832678272
6,11,2012,0.0
6,11,2013,0.0
6,11,2014,0.0
6,11,2015,0.0
6,11,2016,0.0
6,11,2017,0.0
6,11,2018,0.00015578750584203146
6,11,2019,0.0
6,11,2020,0.0
6,11,2021,0.0
6,11,2022,0.0001498576352465158
6,11,2023,0.0
6,12,2000,0.00015234613040828764
6,12,2001,0.00015153811183512653
6,12,2002,0.0
6,12,2003,0.0
6,12,2004,0.0001435544071202986
6,12,2005,0.0
6,12,2006,0.0
6,12,2007,0.0
6,12,2008,0.0
6,12,2009,0.00016778523489932885
6,12,2010,0.0
6,12,2011,0.0
6,12,2012,0.0
6,12,2013,0.0
6,12,2014,0.0
6,12,2015,0.0
6,12,2016,0.0
6,12,2017,0.0
6,12,2018,0.0
6,12,2019,0.0
6,12,2020,0.0
6,12,2021,0.00015172204521316947
6,12,2022,0.0
6,12,2023,0.00014874312063067083
6,13,2000,0.0
6,13,2001,0.0
6,13,2002,0.0001457938474996355
6,13,2003,0.00014194464158978
6,13,2004,0.00014210601108426886
6,13,2005,0.00013943112102621306
6,13,2006,0.0
6,13,2007,0.00014001680201624196
6,13,2008,0.0
6,13,2009,0.0
6,13,2010,0.0
6,13,2011,0.00025471217524197657
6,13,2012,0.0
6,13,2013,0.00013061650992685477
6,13,2014,0.0
6,13,2015,0.0
6,13,2016,0.0001497005988023952
6,13,2017,0.0
6,13,2018,0.00014330753797649757
6,13,2019,0.0
6,13,2020,0.00013921759710427398
6,13,2021,0.0
6,13,2022,0.0
6,13,2023,0.0
6,14,2000,0.00014336917562724014
6,14,2001,0.0002909090909090909
6,14,2002,0.0
6,14,2003,0.0
6,14,2004,0.0001529987760097919
6,14,2005,0.00014843402107763098
6,14,2006,0.0
6,14,2007,0.00014914243102162565
6,14,2008,0.0
6,14,2009,0.0
6,14,2010,0.0
6,14,2011,0.0
6,14,2012,0.0
6,14,2013,0.0
6,14,2014,0.0
6,14,2015,0.0001513317191283293
6,14,2016,0.0
6,14,2017,0.00015984654731457802
6,14,2018,0.0
6,14,2019,0.00016548072149594572
6,14,2020,0.0
6,14,2021,0.00016189088554314392
6,14,2022,0.00015590894917368256
6,14,2023,0.0
6,15,2000,0.00014094432699083862
6,15,2001,0.0
6,15,2002,0.0002901494269548818
6,15,2003,0.0
6,15,2004,0.0
6,15,2005,0.00014596409283316303
6,15,2006,0.00014874312063067083
6,15,2007,0.0
6,15,2008,0.0
6,15,2009,0.0001461133839859731
6,15,2010,0.0
6,15,2011,0.00014347202295552367
6,15,2012,0.0
6,15,2013,0.0
6,15,2014,0.00013802622498274673
6,15,2015,0.00013906271728549575
6,15,2016,0.0
6,15,2017,0.0
6,15,2018,0.00013674278681799536
6,15,2019,0.00038799793067770304
6,15,2020,0.0
6,15,2021,0.0
6,15,2022,0.0
6,15,2023,0.0002757859900717044
6,16,2000,0.0004283878337855205
6,16,2001,0.00044749403341288785
6,16,2002,0.0002830455703368242
6,16,2003,0.00014259232853272493
6,16,2004,0.00014130281192595732
6,16,2005,0.0
6,16,2006,0.00029433406916850625
6,16,2007,0.0
6,16,2008,0.0002884754074715131
6,16,2009,0.00014450867052023122
6,16,2010,0.0
6,16,2011,0.0
6,16,2012,0.0001558117793705204
6,16,2013,0.0001519987840097279
6,16,2014,0.0
6,16,2015,0.0
6,16,2016,0.0
6,16,2017,0.00028694404591104734
6,16,2018,0.0
6,16,2019,0.0002990877822640945
6,16,2020,0.0
6,16,2021,0.0
6,16,2022,0.00014351320321469576
6,16,2023,0.00014467592592592592
6,17,2000,0.00015163002274450342
6,17,2001,0.00015785319652722967
6,17,2002,0.00015870496746548166
6,17,2003,0.0004962779156327543
6,17,2004,0.00016523463317911433
6,17,2005,0.0
6,17,2006,0.0
6,17,2007,0.0001541782300339192
6,17,2008,0.0
6,17,2009,0.0
6,17,2010,0.00014025245441795232
6,17,2011,0.00014285714285714287
6,17,2012,0.0
6,17,2013,0.0
6,17,2014,0.0
6,17,2015,0.0
6,17,2016,0.0
6,17,2017,0.0
6,17,2018,0.0
6,17,2019,0.0002754062241806665
6,17,2020,0.00014234875444839857
6,17,2021,0.0002760905577029266
6,17,2022,0.0
6,17,2023,0.0
6,18,2000,0.0002914177473408131
6,18,2001,0.0
6,18,2002,0.0
6,18,2003,0.0001414827391058291
6,18,2004,0.00013054830287206266
6,18,2005,0.0001310615989515072
6,18,2006,0.0001310615989515072
6,18,2007,0.00012997140629061605
6,18,2008,0.00027100271002710027
6,18,2009,0.0001439055979277594
6,18,2010,0.0001409046075806679
6,18,2011,0.0001364815067558346
6,18,2012,0.0002635393332454869
6,18,2013,0.00038689708537529015
6,18,2014,0.00012807377049180329
6,18,2015,0.00013376136971642589
6,18,2016,0.0
6,18,2017,0.0
6,18,2018,0.0003076923076923077
6,18,2019,0.00015429717636167257
6,18,2020,0.00014920919128618324
6,18,2021,0.0003056234718826406
6,18,2022,0.0
6,18,2023,0.0
6,19,2000,0.00015603058199407084
6,19,2001,0.00015785319652722967
6,19,2002,0.00032123353678124
6,19,2003,0.0001608234158893535
6,19,2004,0.0006177606177606178
6,19,2005,0.0004523522316043426
6,19,2006,0.00029398794649419373
6,19,2007,0.00015092061575611228
6,19,2008,0.0
6,19,2009,0.00015246226558926666
6,19,2010,0.0
6,19,2011,0.0
6,19,2012,0.0003208213025344883
6,19,2013,0.0004727387330601954
6,19,2014,0.0001640150893882237
6,19,2015,0.00015408320493066256
6,19,2016,0.00046253469010175765
6,19,2017,0.00015153811183512653
6,19,2018,0.0001537042729787888
6,19,2019,0.0
6,19,2020,0.00015979546180888463
6,19,2021,0.0
6,19,2022,0.0004833252779120348
6,19,2023,0.00015647003598810827
7,0,2000,0.0004728877679697352
7,0,2001,0.0009163103237629811
7,0,2002,0.0013497300539892022
7,0,2003,0.0006001500375093774
7,0,2004,0.0004324012683770539
7,0,2005,0.00043371403787769266
7,0,2006,0.000708918190840777
7,0,2007,0.00043047783039173483
7,0,2008,0.001072817486925037
7,0,2009,0.001148600143575018
7,0,2010,0.00013679890560875513
7,0,2011,0.0009557618787547789
7,0,2012,0.0001421262080727686
7,0,2013,0.0007852375343541421
7,0,2014,0.00039093041438623924
