Region,Year,Number,MortalityCoefficient,MigrationCoefficient,NetMigration
1,2000,21837,0.001064207165661582,0.03969754253308128,42
1,2000,21837,0.001064207165661582,-0.052930056710775046,-56
1,2000,21837,0.001064207165661582,-0.02930056710775047,-31
1,2000,21837,0.001064207165661582,-0.010396975425330813,-11
1,2000,21837,0.001064207165661582,-0.046313799621928164,-49
1,2000,21837,0.001064207165661582,0.02551984877126654,27
1,2000,21837,0.001064207165661582,0.06049149338374291,64
1,2000,21837,0.001064207165661582,0.10207939508506617,108
1,2000,21837,0.001064207165661582,0.08601134215500945,91
1,2000,21837,0.001064207165661582,0.1001890359168242,106
1,2000,21837,0.001064207165661582,0.11153119092627599,118
1,2000,21837,0.001064207165661582,0.21644612476370512,229
1,2000,21837,0.001064207165661582,0.16446124763705103,174
1,2000,21837,0.001064207165661582,0.18052930056710775,191
1,2000,21837,0.001064207165661582,0.45085066162570886,477
1,2000,21837,0.001652892561983471,0.002835538752362949,3
1,2000,21837,0.001652892561983471,-0.03969754253308128,-42
1,2000,21837,0.001652892561983471,-0.11247637051039698,-119
1,2000,21837,0.001652892561983471,-0.06332703213610585,-67
1,2000,21837,0.001652892561983471,-0.002835538752362949,-3
1,2000,21837,0.001652892561983471,0.03969754253308128,42
1,2000,21837,0.001652892561983471,-0.052930056710775046,-56
1,2000,21837,0.001652892561983471,-0.02930056710775047,-31
1,2000,21837,0.001652892561983471,-0.010396975425330813,-11
1,2000,21837,0.001652892561983471,-0.046313799621928164,-49
1,2000,21837,0.001652892561983471,0.02551984877126654,27
1,2000,21837,0.001652892561983471,0.06049149338374291,64
1,2000,21837,0.001652892561983471,0.10207939508506617,108
1,2000,21837,0.001652892561983471,0.08601134215500945,91
1,2000,21837,0.001652892561983471,0.1001890359168242,106
1,2000,21837,0.001652892561983471,0.11153119092627599,118
1,2000,21837,0.001652892561983471,0.21644612476370512,229
1,2000,21837,0.001652892561983471,0.16446124763705103,174
1,2000,21837,0.001652892561983471,0.18052930056710775,191
1,2000,21837,0.001652892561983471,0.45085066162570886,477
1,2000,21837,0.00038580246913580245,0.002835538752362949,3
1,2000,21837,0.00038580246913580245,-0.03969754253308128,-42
1,2000,21837,0.00038580246913580245,-0.11247637051039698,-119
1,2000,21837,0.00038580246913580245,-0.06332703213610585,-67
1,2000,21837,0.00038580246913580245,-0.002835538752362949,-3
1,2000,21837,0.00038580246913580245,0.03969754253308128,42
1,2000,21837,0.00038580246913580245,-0.052930056710775046,-56
1,2000,21837,0.00038580246913580245,-0.02930056710775047,-31
1,2000,21837,0.00038580246913580245,-0.010396975425330813,-11
1,2000,21837,0.00038580246913580245,-0.046313799621928164,-49
1,2000,21837,0.00038580246913580245,0.02551984877126654,27
1,2000,21837,0.00038580246913580245,0.06049149338374291,64
1,2000,21837,0.00038580246913580245,0.10207939508506617,108
1,2000,21837,0.00038580246913580245,0.08601134215500945,91
1,2000,21837,0.00038580246913580245,0.1001890359168242,106
1,2000,21837,0.00038580246913580245,0.11153119092627599,118
1,2000,21837,0.00038580246913580245,0.21644612476370512,229
1,2000,21837,0.00038580246913580245,0.16446124763705103,174
1,2000,21837,0.00038580246913580245,0.18052930056710775,191
1,2000,21837,0.00038580246913580245,0.45085066162570886,477
1,2000,21837,0.00017352073572791948,0.002835538752362949,3
1,2000,21837,0.00017352073572791948,-0.03969754253308128,-42
1,2000,21837,0.00017352073572791948,-0.11247637051039698,-119
1,2000,21837,0.00017352073572791948,-0.06332703213610585,-67
1,2000,21837,0.00017352073572791948,-0.002835538752362949,-3
1,2000,21837,0.00017352073572791948,0.03969754253308128,42
1,2000,21837,0.00017352073572791948,-0.052930056710775046,-56
1,2000,21837,0.00017352073572791948,-0.02930056710775047,-31
1,2000,21837,0.00017352073572791948,-0.010396975425330813,-11
1,2000,21837,0.00017352073572791948,-0.046313799621928164,-49
1,2000,21837,0.00017352073572791948,0.02551984877126654,27
1,2000,21837,0.00017352073572791948,0.06049149338374291,64
1,2000,21837,0.00017352073572791948,0.10207939508506617,108
1,2000,21837,0.00017352073572791948,0.08601134215500945,91
1,2000,21837,0.00017352073572791948,0.1001890359168242,106
1,2000,21837,0.00017352073572791948,0.11153119092627599,118
1,2000,21837,0.00017352073572791948,0.21644612476370512,229
1,2000,21837,0.00017352073572791948,0.16446124763705103,174
1,2000,21837,0.00017352073572791948,0.18052930056710775,191
1,2000,21837,0.00017352073572791948,0.45085066162570886,477
1,2000,21837,0.0007652573177731012,0.002835538752362949,3
1,2000,21837,0.0007652573177731012,-0.03969754253308128,-42
1,2000,21837,0.0007652573177731012,-0.11247637051039698,-119
1,2000,21837,0.0007652573177731012,-0.06332703213610585,-67
1,2000,21837,0.0007652573177731012,-0.002835538752362949,-3
1,2000,21837,0.0007652573177731012,0.03969754253308128,42
1,2000,21837,0.0007652573177731012,-0.052930056710775046,-56
1,2000,21837,0.0007652573177731012,-0.02930056710775047,-31
1,2000,21837,0.0007652573177731012,-0.010396975425330813,-11
1,2000,21837,0.0007652573177731012,-0.046313799621928164,-49
1,2000,21837,0.0007652573177731012,0.02551984877126654,27
1,2000,21837,0.0007652573177731012,0.06049149338374291,64
1,2000,21837,0.0007652573177731012,0.10207939508506617,108
1,2000,21837,0.0007652573177731012,0.08601134215500945,91
1,2000,21837,0.0007652573177731012,0.1001890359168242,106
1,2000,21837,0.0007652573177731012,0.11153119092627599,118
1,2000,21837,0.0007652573177731012,0.21644612476370512,229
1,2000,21837,0.0007652573177731012,0.16446124763705103,174
1,2000,21837,0.0007652573177731012,0.18052930056710775,191
1,2000,21837,0.0007652573177731012,0.45085066162570886,477
1,2000,21837,0.000819672131147541,0.002835538752362949,3
1,2000,21837,0.000819672131147541,-0.03969754253308128,-42
1,2000,21837,0.000819672131147541,-0.11247637051039698,-119
1,2000,21837,0.000819672131147541,-0.06332703213610585,-67
1,2000,21837,0.000819672131147541,-0.002835538752362949,-3
1,2000,21837,0.000819672131147541,0.03969754253308128,42
1,2000,21837,0.000819672131147541,-0.052930056710775046,-56
1,2000,21837,0.000819672131147541,-0.02930056710775047,-31
1,2000,21837,0.000819672131147541,-0.010396975425330813,-11
1,2000,21837,0.000819672131147541,-0.046313799621928164,-49
1,2000,21837,0.000819672131147541,0.02551984877126654,27
1,2000,21837,0.000819672131147541,0.06049149338374291,64
1,2000,21837,0.000819672131147541,0.10207939508506617,108
1,2000,21837,0.000819672131147541,0.08601134215500945,91
1,2000,21837,0.000819672131147541,0.1001890359168242,106
1,2000,21837,0.000819672131147541,0.11153119092627599,118
1,2000,21837,0.000819672131147541,0.21644612476370512,229
1,2000,21837,0.000819672131147541,0.16446124763705103,174
1,2000,21837,0.000819672131147541,0.18052930056710775,191
1,2000,21837,0.000819672131147541,0.45085066162570886,477
1,2000,21837,0.0005243838489774515,0.002835538752362949,3
1,2000,21837,0.0005243838489774515,-0.03969754253308128,-42
1,2000,21837,0.0005243838489774515,-0.11247637051039698,-119
1,2000,21837,0.0005243838489774515,-0.06332703213610585,-67
1,2000,21837,0.0005243838489774515,-0.002835538752362949,-3
1,2000,21837,0.0005243838489774515,0.03969754253308128,42
1,2000,21837,0.0005243838489774515,-0.052930056710775046,-56
1,2000,21837,0.0005243838489774515,-0.02930056710775047,-31
1,2000,21837,0.0005243838489774515,-0.010396975425330813,-11
1,2000,21837,0.0005243838489774515,-0.046313799621928164,-49
1,2000,21837,0.0005243838489774515,0.02551984877126654,27
1,2000,21837,0.0005243838489774515,0.06049149338374291,64
1,2000,21837,0.0005243838489774515,0.10207939508506617,108
1,2000,21837,0.0005243838489774515,0.08601134215500945,91
1,2000,21837,0.0005243838489774515,0.1001890359168242,106
1,2000,21837,0.0005243838489774515,0.11153119092627599,118
1,2000,21837,0.0005243838489774515,0.21644612476370512,229
1,2000,21837,0.0005243838489774515,0.16446124763705103,174
1,2000,21837,0.0005243838489774515,0.18052930056710775,191
1,2000,21837,0.0005243838489774515,0.45085066162570886,477
1,2000,21837,0.0,0.002835538752362949,3
1,2000,21837,0.0,-0.03969754253308128,-42
1,2000,21837,0.0,-0.11247637051039698,-119
1,2000,21837,0.0,-0.06332703213610585,-67
1,2000,21837,0.0,-0.002835538752362949,-3
1,2000,21837,0.0,0.03969754253308128,42
1,2000,21837,0.0,-0.052930056710775046,-56
1,2000,21837,0.0,-0.02930056710775047,-31
1,2000,21837,0.0,-0.010396975425330813,-11
1,2000,21837,0.0,-0.046313799621928164,-49
1,2000,21837,0.0,0.02551984877126654,27
1,2000,21837,0.0,0.06049149338374291,64
1,2000,21837,0.0,0.10207939508506617,108
1,2000,21837,0.0,0.08601134215500945,91
1,2000,21837,0.0,0.1001890359168242,106
1,2000,21837,0.0,0.11153119092627599,118
1,2000,21837,0.0,0.21644612476370512,229
1,2000,21837,0.0,0.16446124763705103,174
1,2000,21837,0.0,0.18052930056710775,191
1,2000,21837,0.0,0.45085066162570886,477
1,2000,21837,0.0031847133757961785,0.002835538752362949,3
1,2000,21837,0.0031847133757961785,-0.03969754253308128,-42
1,2000,21837,0.0031847133757961785,-0.11247637051039698,-119
1,2000,21837,0.0031847133757961785,-0.06332703213610585,-67
1,2000,21837,0.0031847133757961785,-0.002835538752362949,-3
1,2000,21837,0.0031847133757961785,0.03969754253308128,42
1,2000,21837,0.0031847133757961785,-0.052930056710775046,-56
1,2000,21837,0.0031847133757961785,-0.02930056710775047,-31
1,2000,21837,0.0031847133757961785,-0.010396975425330813,-11
1,2000,21837,0.0031847133757961785,-0.046313799621928164,-49
1,2000,21837,0.0031847133757961785,0.02551984877126654,27
1,2000,21837,0.0031847133757961785,0.06049149338374291,64
1,2000,21837,0.0031847133757961785,0.10207939508506617,108
1,2000,21837,0.0031847133757961785,0.08601134215500945,91
1,2000,21837,0.0031847133757961785,0.1001890359168242,106
1,2000,21837,0.0031847133757961785,0.11153119092627599,118
1,2000,21837,0.0031847133757961785,0.21644612476370512,229
1,2000,21837,0.0031847133757961785,0.16446124763705103,174
1,2000,21837,0.0031847133757961785,0.18052930056710775,191
1,2000,21837,0.0031847133757961785,0.45085066162570886,477
1,2000,21837,0.0012578616352201257,0.002835538752362949,3
1,2000,21837,0.0012578616352201257,-0.03969754253308128,-42
1,2000,21837,0.0012578616352201257,-0.11247637051039698,-119
1,2000,21837,0.0012578616352201257,-0.06332703213610585,-67
1,2000,21837,0.0012578616352201257,-0.002835538752362949,-3
1,2000,21837,0.0012578616352201257,0.03969754253308128,42
1,2000,21837,0.0012578616352201257,-0.052930056710775046,-56
1,2000,21837,0.0012578616352201257,-0.02930056710775047,-31
1,2000,21837,0.0012578616352201257,-0.010396975425330813,-11
1,2000,21837,0.0012578616352201257,-0.046313799621928164,-49
1,2000,21837,0.0012578616352201257,0.02551984877126654,27
1,2000,21837,0.0012578616352201257,0.06049149338374291,64
1,2000,21837,0.0012578616352201257,0.10207939508506617,108
1,2000,21837,0.0012578616352201257,0.08601134215500945,91
1,2000,21837,0.0012578616352201257,0.1001890359168242,106
1,2000,21837,0.0012578616352201257,0.11153119092627599,118
1,2000,21837,0.0012578616352201257,0.21644612476370512,229
1,2000,21837,0.0012578616352201257,0.16446124763705103,174
1,2000,21837,0.0012578616352201257,0.18052930056710775,191
1,2000,21837,0.0012578616352201257,0.45085066162570886,477
1,2000,21837,0.002131546894031669,0.002835538752362949,3
1,2000,21837,0.002131546894031669,-0.03969754253308128,-42
1,2000,21837,0.002131546894031669,-0.11247637051039698,-119
1,2000,21837,0.002131546894031669,-0.06332703213610585,-67
1,2000,21837,0.002131546894031669,-0.002835538752362949,-3
1,2000,21837,0.002131546894031669,0.03969754253308128,42
1,2000,21837,0.002131546894031669,-0.052930056710775046,-56
1,2000,21837,0.002131546894031669,-0.02930056710775047,-31
1,2000,21837,0.002131546894031669,-0.010396975425330813,-11
1,2000,21837,0.002131546894031669,-0.046313799621928164,-49
1,2000,21837,0.002131546894031669,0.02551984877126654,27
1,2000,21837,0.002131546894031669,0.06049149338374291,64
1,2000,21837,0.002131546894031669,0.10207939508506617,108
1,2000,21837,0.002131546894031669,0.08601134215500945,91
1,2000,21837,0.002131546894031669,0.1001890359168242,106
1,2000,21837,0.002131546894031669,0.11153119092627599,118
1,2000,21837,0.002131546894031669,0.21644612476370512,229
1,2000,21837,0.002131546894031669,0.16446124763705103,174
1,2000,21837,0.002131546894031669,0.18052930056710775,191
1,2000,21837,0.002131546894031669,0.45085066162570886,477
1,2000,21837,0.0020096463022508037,0.002835538752362949,3
1,2000,21837,0.0020096463022508037,-0.03969754253308128,-42
1,2000,21837,0.0020096463022508037,-0.11247637051039698,-119
1,2000,21837,0.0020096463022508037,-0.06332703213610585,-67
1,2000,21837,0.0020096463022508037,-0.002835538752362949,-3
1,2000,21837,0.0020096463022508037,0.03969754253308128,42
1,2000,21837,0.0020096463022508037,-0.052930056710775046,-56
1,2000,21837,0.0020096463022508037,-0.02930056710775047,-31
1,2000,21837,0.0020096463022508037,-0.010396975425330813,-11
1,2000,21837,0.0020096463022508037,-0.046313799621928164,-49
1,2000,21837,0.0020096463022508037,0.02551984877126654,27
1,2000,21837,0.0020096463022508037,0.06049149338374291,64
1,2000,21837,0.0020096463022508037,0.10207939508506617,108
1,2000,21837,0.0020096463022508037,0.08601134215500945,91
1,2000,21837,0.0020096463022508037,0.1001890359168242,106
1,2000,21837,0.0020096463022508037,0.11153119092627599,118
1,2000,21837,0.0020096463022508037,0.21644612476370512,229
1,2000,21837,0.0020096463022508037,0.16446124763705103,174
1,2000,21837,0.0020096463022508037,0.18052930056710775,191
1,2000,21837,0.0020096463022508037,0.45085066162570886,477
1,2000,21837,0.0029542097488921715,0.002835538752362949,3
1,2000,21837,0.0029542097488921715,-0.03969754253308128,-42
1,2000,21837,0.0029542097488921715,-0.11247637051039698,-119
1,2000,21837,0.0029542097488921715,-0.06332703213610585,-67
1,2000,21837,0.0029542097488921715,-0.002835538752362949,-3
1,2000,21837,0.0029542097488921715,0.03969754253308128,42
1,2000,21837,0.0029542097488921715,-0.052930056710775046,-56
1,2000,21837,0.0029542097488921715,-0.02930056710775047,-31
1,2000,21837,0.0029542097488921715,-0.010396975425330813,-11
1,2000,21837,0.0029542097488921715,-0.046313799621928164,-49
1,2000,21837,0.0029542097488921715,0.02551984877126654,27
1,2000,21837,0.0029542097488921715,0.06049149338374291,64
1,2000,21837,0.0029542097488921715,0.10207939508506617,108
1,2000,21837,0.0029542097488921715,0.08601134215500945,91
1,2000,21837,0.0029542097488921715,0.1001890359168242,106
1,2000,21837,0.0029542097488921715,0.11153119092627599,118
1,2000,21837,0.0029542097488921715,0.21644612476370512,229
1,2000,21837,0.0029542097488921715,0.16446124763705103,174
1,2000,21837,0.0029542097488921715,0.18052930056710775,191
1,2000,21837,0.0029542097488921715,0.45085066162570886,477
1,2000,21837,0.005474452554744526,0.002835538752362949,3
1,2000,21837,0.005474452554744526,-0.03969754253308128,-42
1,2000,21837,0.005474452554744526,-0.11247637051039698,-119
1,2000,21837,0.005474452554744526,-0.06332703213610585,-67
1,2000,21837,0.005474452554744526,-0.002835538752362949,-3
1,2000,21837,0.005474452554744526,0.03969754253308128,42
1,2000,21837,0.005474452554744526,-0.052930056710775046,-56
1,2000,21837,0.005474452554744526,-0.02930056710775047,-31
1,2000,21837,0.005474452554744526,-0.010396975425330813,-11
1,2000,21837,0.005474452554744526,-0.046313799621928164,-49
1,2000,21837,0.005474452554744526,0.02551984877126654,27
1,2000,21837,0.005474452554744526,0.06049149338374291,64
1,2000,21837,0.005474452554744526,0.10207939508506617,108
1,2000,21837,0.005474452554744526,0.08601134215500945,91
1,2000,21837,0.005474452554744526,0.1001890359168242,106
1,2000,21837,0.005474452554744526,0.11153119092627599,118
1,2000,21837,0.005474452554744526,0.21644612476370512,229
1,2000,21837,0.005474452554744526,0.16446124763705103,174
1,2000,21837,0.005474452554744526,0.18052930056710775,191
1,2000,21837,0.005474452554744526,0.45085066162570886,477
1,2000,21837,0.007861635220125786,0.002835538752362949,3
1,2000,21837,0.007861635220125786,-0.03969754253308128,-42
1,2000,21837,0.007861635220125786,-0.11247637051039698,-119
1,2000,21837,0.007861635220125786,-0.06332703213610585,-67
1,2000,21837,0.007861635220125786,-0.002835538752362949,-3
1,2000,21837,0.007861635220125786,0.03969754253308128,42
1,2000,21837,0.007861635220125786,-0.052930056710775046,-56
1,2000,21837,0.007861635220125786,-0.02930056710775047,-31
1,2000,21837,0.007861635220125786,-0.010396975425330813,-11
1,2000,21837,0.007861635220125786,-0.046313799621928164,-49
1,2000,21837,0.007861635220125786,0.02551984877126654,27
1,2000,21837,0.007861635220125786,0.06049149338374291,64
1,2000,21837,0.007861635220125786,0.10207939508506617,108
1,2000,21837,0.007861635220125786,0.08601134215500945,91
1,2000,21837,0.007861635220125786,0.1001890359168242,106
1,2000,21837,0.007861635220125786,0.11153119092627599,118
1,2000,21837,0.007861635220125786,0.21644612476370512,229
1,2000,21837,0.007861635220125786,0.16446124763705103,174
1,2000,21837,0.007861635220125786,0.18052930056710775,191
1,2000,21837,0.007861635220125786,0.45085066162570886,477
1,2001,22622,0.0028929604628736743,-0.054820415879017016,-58
1,2001,22622,0.0028929604628736743,-0.1219281663516068,-129
1,2001,22622,0.0028929604628736743,-0.1767485822306238,-187
1,2001,22622,0.0028929604628736743,-0.1342155009451796,-142
1,2001,22622,0.0028929604628736743,-0.06049149338374291,-64
1,2001,22622,0.0028929604628736743,-0.09073724007561437,-96
1,2001,22622,0.0028929604628736743,-0.043478260869565216,-46
1,2001,22622,0.0028929604628736743,-0.07750472589792061,-82
1,2001,22622,0.0028929604628736743,-0.03213610586011342,-34
1,2001,22622,0.0028929604628736743,-0.06143667296786389,-65
1,2001,22622,0.0028929604628736743,-0.034026465028355386,-36
1,2001,22622,0.0028929604628736743,0.01606805293005671,17
1,2001,22622,0.0028929604628736743,0.003780718336483932,4
1,2001,22622,0.0028929604628736743,0.10680529300567108,113
1,2001,22622,0.0028929604628736743,0.07655954631379962,81
1,2001,22622,0.0028929604628736743,0.11247637051039698,119
1,2001,22622,0.0028929604628736743,0.15595463137996218,165
1,2001,22622,0.0028929604628736743,0.16729678638941398,177
1,2001,22622,0.0028929604628736743,0.18052930056710775,191
1,2001,22622,0.0028929604628736743,0.48582230623818523,514
1,2001,22622,0.0006041809320497845,-0.054820415879017016,-58
1,2001,22622,0.0006041809320497845,-0.1219281663516068,-129
1,2001,22622,0.0006041809320497845,-0.1767485822306238,-187
1,2001,22622,0.0006041809320497845,-0.1342155009451796,-142
1,2001,22622,0.0006041809320497845,-0.06049149338374291,-64
1,2001,22622,0.0006041809320497845,-0.09073724007561437,-96
1,2001,22622,0.0006041809320497845,-0.043478260869565216,-46
1,2001,22622,0.0006041809320497845,-0.07750472589792061,-82
1,2001,22622,0.0006041809320497845,-0.03213610586011342,-34
1,2001,22622,0.0006041809320497845,-0.06143667296786389,-65
1,2001,22622,0.0006041809320497845,-0.034026465028355386,-36
1,2001,22622,0.0006041809320497845,0.01606805293005671,17
1,2001,22622,0.0006041809320497845,0.003780718336483932,4
1,2001,22622,0.0006041809320497845,0.10680529300567108,113
1,2001,22622,0.0006041809320497845,0.07655954631379962,81
1,2001,22622,0.0006041809320497845,0.11247637051039698,119
1,2001,22622,0.0006041809320497845,0.15595463137996218,165
1,2001,22622,0.0006041809320497845,0.16729678638941398,177
1,2001,22622,0.0006041809320497845,0.18052930056710775,191
1,2001,22622,0.0006041809320497845,0.48582230623818523,514
1,2001,22622,6.943239021003298e-05,-0.054820415879017016,-58
1,2001,22622,6.943239021003298e-05,-0.1219281663516068,-129
1,2001,22622,6.943239021003298e-05,-0.1767485822306238,-187
1,2001,22622,6.943239021003298e-05,-0.1342155009451796,-142
1,2001,22622,6.943239021003298e-05,-0.06049149338374291,-64
1,2001,22622,6.943239021003298e-05,-0.09073724007561437,-96
1,2001,22622,6.943239021003298e-05,-0.043478260869565216,-46
1,2001,22622,6.943239021003298e-05,-0.07750472589792061,-82
1,2001,22622,6.943239021003298e-05,-0.03213610586011342,-34
1,2001,22622,6.943239021003298e-05,-0.06143667296786389,-65
1,2001,22622,6.943239021003298e-05,-0.034026465028355386,-36
1,2001,22622,6.943239021003298e-05,0.01606805293005671,17
1,2001,22622,6.943239021003298e-05,0.003780718336483932,4
1,2001,22622,6.943239021003298e-05,0.10680529300567108,113
1,2001,22622,6.943239021003298e-05,0.07655954631379962,81
1,2001,22622,6.943239021003298e-05,0.11247637051039698,119
1,2001,22622,6.943239021003298e-05,0.15595463137996218,165
1,2001,22622,6.943239021003298e-05,0.16729678638941398,177
1,2001,22622,6.943239021003298e-05,0.18052930056710775,191
1,2001,22622,6.943239021003298e-05,0.48582230623818523,514
1,2001,22622,0.0011675423234092236,-0.054820415879017016,-58
1,2001,22622,0.0011675423234092236,-0.1219281663516068,-129
1,2001,22622,0.0011675423234092236,-0.1767485822306238,-187
1,2001,22622,0.0011675423234092236,-0.1342155009451796,-142
1,2001,22622,0.0011675423234092236,-0.06049149338374291,-64
1,2001,22622,0.0011675423234092236,-0.09073724007561437,-96
1,2001,22622,0.0011675423234092236,-0.043478260869565216,-46
1,2001,22622,0.0011675423234092236,-0.07750472589792061,-82
1,2001,22622,0.0011675423234092236,-0.03213610586011342,-34
1,2001,22622,0.0011675423234092236,-0.06143667296786389,-65
1,2001,22622,0.0011675423234092236,-0.034026465028355386,-36
