Region,Age,Year,MigrationCoefficient
5,0,2017,0.01038961038961039
5,0,2018,0.00863060989643268
5,0,2019,0.01164789001336643
5,0,2020,0.008722032612817596
5,0,2021,0.00658008658008658
5,0,2022,0.008208173244848061
5,0,2023,0.006990500089621796
5,1,2000,0.008483563096500531
5,1,2001,0.01676279740447008
5,1,2002,0.01266530080089402
5,1,2003,0.011751943590670765
5,1,2004,0.011562718990889979
5,1,2005,0.012759170653907496
5,1,2006,0.009639414494823277
5,1,2007,0.012512855673637299
5,1,2008,0.017743324720068905
5,1,2009,0.014040846097738877
5,1,2010,0.00844436104334772
5,1,2011,0.014801657785671996
5,1,2012,0.012552301255230125
5,1,2013,0.013412816691505217
5,1,2014,0.015722674749005492
5,1,2015,0.01544327931363203
5,1,2016,0.02774735304855787
5,1,2017,0.02699205028655944
5,1,2018,0.015068493150684932
5,1,2019,0.023780381185521945
5,1,2020,0.008295093540416519
5,1,2021,0.009158458614135131
5,1,2022,0.013600928843921048
5,1,2023,0.007592891760904685
5,2,2000,0.008118201006656925
5,2,2001,0.003964321110009911
5,2,2002,0.007306889352818371
5,2,2003,0.004743350838556666
5,2,2004,0.004842180774748924
5,2,2005,0.009523809523809525
5,2,2006,0.005042958535674262
5,2,2007,0.012474012474012475
5,2,2008,0.019805751285469433
5,2,2009,0.012579730687455706
5,2,2010,0.008123055651572762
5,2,2011,0.007417629808521649
5,2,2012,0.008221993833504625
5,2,2013,0.014720642355302778
5,2,2014,0.016407599309153715
5,2,2015,0.01394083645018701
5,2,2016,0.02326359832635983
5,2,2017,0.01829652996845426
5,2,2018,0.011201792286765882
5,2,2019,0.006226271829916477
5,2,2020,0.006351222610352493
5,2,2021,0.004301394245031148
5,2,2022,0.006168080185042405
5,2,2023,0.00315884476534296
5,3,2000,0.0024551463644948064
5,3,2001,0.0027268691736952247
5,3,2002,0.0027659039476992707
5,3,2003,0.0019378593114139913
5,3,2004,0.002018800075705003
5,3,2005,-0.0002532767681884379
5,3,2006,0.0029995102840352597
5,3,2007,0.0016633809758501725
5,3,2008,0.004743131698903536
5,3,2009,0.004584851149353097
5,3,2010,0.003502304147465438
5,3,2011,0.002582549345139273
5,3,2012,0.0038137062290535075
5,3,2013,0.0025259311011984736
5,3,2014,0.002728439974320565
5,3,2015,0.002772492525142702
5,3,2016,0.004953728905824714
5,3,2017,0.004089861751152074
5,3,2018,0.0020107238605898124
5,3,2019,0.00467261726472174
5,3,2020,0.0008261049153242462
5,3,2021,0.002109828283420266
5,3,2022,0.0016313213703099511
5,3,2023,0.00011554015020219527
5,4,2000,0.0011128682715398582
5,4,2001,0.0007864964607659265
5,4,2002,0.001110220193671745
5,4,2003,0.0018281535648994515
5,4,2004,0.0019578760011865915
5,4,2005,0.0004248604030104394
5,4,2006,0.004020884594610814
5,4,2007,0.0025055181053510707
5,4,2008,0.004180158963791581
5,4,2009,0.002179273957676206
5,4,2010,0.0011855029919837416
5,4,2011,0.001652892561983471
5,4,2012,0.00200086523902228
5,4,2013,0.004711055276381909
5,4,2014,0.0019225772928033256
5,4,2015,0.003939756632754837
5,4,2016,0.00592399216828154
5,4,2017,0.003819320670163467
5,4,2018,0.003269669919036745
5,4,2019,0.0034550576728857706
5,4,2020,0.0021248774109186006
5,4,2021,0.0015930814747382794
5,4,2022,0.0012634964392373076
5,4,2023,-0.0003447087211306446
5,5,2000,-0.00016729868391701986
5,5,2001,0.0007448393275164928
5,5,2002,0.0013109596224436288
5,5,2003,0.0008657567732735791
5,5,2004,0.0010847056503303421
5,5,2005,0.0007865113306788576
5,5,2006,0.0016181229773462784
5,5,2007,0.0025188916876574307
5,5,2008,0.002927364761846679
5,5,2009,0.002914005828011656
5,5,2010,0.0013694366635543106
5,5,2011,0.0007496720184919098
5,5,2012,0.0023166023166023165
5,5,2013,0.006036596868515374
5,5,2014,0.003699291491629569
5,5,2015,0.0028684772657918828
5,5,2016,0.005344308618465508
5,5,2017,0.0034269628541704913
5,5,2018,0.0027506876719179795
5,5,2019,0.002873738917762152
5,5,2020,0.0014087094996018865
5,5,2021,0.0013868824039295002
5,5,2022,0.001826680277225595
5,5,2023,-0.0021396095212623694
5,6,2000,0.0016251354279523294
5,6,2001,0.002500135876949834
5,6,2002,0.0010915149077957143
5,6,2003,0.001391914790607601
5,6,2004,0.0008936550491510277
5,6,2005,-0.0002925687536571094
5,6,2006,0.0033691548068544874
5,6,2007,0.001445086705202312
5,6,2008,0.00356916700247539
5,6,2009,0.0033112582781456954
5,6,2010,0.0010154103452395173
5,6,2011,0.002393959855134737
5,6,2012,0.003401153962951716
5,6,2013,0.00471976401179941
5,6,2014,0.005790108564535585
5,6,2015,0.004113263785394933
5,6,2016,0.005985185185185185
5,6,2017,0.005836689429755443
5,6,2018,0.0025604551920341396
5,6,2019,0.0008407129245600269
5,6,2020,-0.0007133450395083406
5,6,2021,0.00048488766769031843
5,6,2022,0.0005143768324674657
5,6,2023,-0.0006163644768606502
5,7,2000,0.0004438307525396982
5,7,2001,0.0009406406257735532
5,7,2002,0.0016633902918493876
5,7,2003,0.0019055466858938044
5,7,2004,0.0011052049892110942
5,7,2005,0.00032292787944025834
5,7,2006,0.003130940400313094
5,7,2007,0.0038327133355878706
5,7,2008,0.0022882018082375265
5,7,2009,0.0029035380148403054
5,7,2010,0.001773882193353159
5,7,2011,0.001138009517897786
5,7,2012,0.0025287007535528244
5,7,2013,0.00508557457212714
5,7,2014,0.0028703478472391145
5,7,2015,0.003246753246753247
5,7,2016,0.004876915931258709
5,7,2017,0.0056797799832595955
5,7,2018,0.0019972160019366943
5,7,2019,0.001109809482705469
5,7,2020,0.0008694032167919022
5,7,2021,0.0019179133103183737
5,7,2022,0.0009331259720062209
5,7,2023,-0.00037348272642390287
5,8,2000,0.002365500090980773
5,8,2001,0.0010970258410531448
5,8,2002,0.0012208521548040532
5,8,2003,0.0024897298643097223
5,8,2004,0.0015824710894704807
5,8,2005,0.0007940386024920597
5,8,2006,0.0019652043234495114
5,8,2007,0.0016684607104413347
5,8,2008,0.0019234879247702502
5,8,2009,0.003236245954692557
5,8,2010,0.001458986274721712
5,8,2011,-0.0001142791840466259
5,8,2012,0.0019850818094321464
5,8,2013,0.004838900035406586
5,8,2014,0.0037086399721852
5,8,2015,0.002875215641173088
5,8,2016,0.005269488515951658
5,8,2017,0.004528258626619283
5,8,2018,0.004303419784255222
5,8,2019,0.0019005761121339906
5,8,2020,0.0007317519360936643
5,8,2021,0.0008458703401607153
5,8,2022,0.0013466042154566746
5,8,2023,-0.00137815327461202
5,9,2000,0.0005307542607772602
5,9,2001,0.0011721955222131052
5,9,2002,0.0006935614379840481
5,9,2003,0.00242526790750141
5,9,2004,0.0008910174305284847
5,9,2005,0.0010915838882218098
5,9,2006,0.0013118539119483653
5,9,2007,0.002381796989814017
5,9,2008,0.0029926451940147096
5,9,2009,0.002568576136473781
5,9,2010,0.0014132553606237817
5,9,2011,0.0005975500448162533
5,9,2012,0.0014247188724367782
5,9,2013,0.005366357069143447
5,9,2014,0.0034852405344035484
5,9,2015,0.0031202102036347714
5,9,2016,0.0037409913627111185
5,9,2017,0.004036877420762642
5,9,2018,0.004398366321080742
5,9,2019,0.0020023617600246446
5,9,2020,-0.00010197838058331633
5,9,2021,0.002596105841238143
5,9,2022,0.0
5,9,2023,-0.0016847983055742755
5,10,2000,0.0030852994555353903
5,10,2001,0.006556796030480241
5,10,2002,0.0021743069396629824
5,10,2003,0.0036469730123997084
5,10,2004,0.005871886120996441
5,10,2005,0.005858334812710812
5,10,2006,0.00398406374501992
5,10,2007,0.007993338884263113
5,10,2008,0.008708272859216255
5,10,2009,0.007953181272509003
5,10,2010,0.005538093099835354
5,10,2011,0.0036490801277178045
5,10,2012,0.006880733944954129
5,10,2013,0.012674451723155795
5,10,2014,0.012413394919168591
5,10,2015,0.009029345372460496
5,10,2016,0.010165356465166711
5,10,2017,0.010293288212069937
5,10,2018,0.01282235989050569
5,10,2019,0.004471771939631079
5,10,2020,0.005174825174825175
5,10,2021,0.0029991431019708655
5,10,2022,0.004497316117800667
5,10,2023,-0.0029775197260681853
5,11,2000,0.00129926375054136
5,11,2001,0.003764842166232262
5,11,2002,0.005224339274738783
5,11,2003,0.003903317820147125
5,11,2004,0.0036808009422850414
5,11,2005,0.00211864406779661
5,11,2006,0.005303899082568808
5,11,2007,0.005390835579514825
5,11,2008,0.004919184820801124
5,11,2009,0.007071380920613743
5,11,2010,0.0038211692777990066
5,11,2011,0.0019860973187686196
5,11,2012,0.005105141606904096
5,11,2013,0.00791272029732646
5,11,2014,0.00957107408720312
5,11,2015,0.006480218281036835
5,11,2016,0.01137588312776913
5,11,2017,0.0103970938243768
5,11,2018,0.010030472320975115
5,11,2019,0.005563650814677441
5,11,2020,0.005046257359125316
5,11,2021,0.006870884626395649
5,11,2022,0.002250351617440225
5,11,2023,-0.001931300869085391
5,12,2000,-0.00013335111348179759
5,12,2001,0.004715177774945839
5,12,2002,0.0011340725806451614
5,12,2003,0.0053943898345720455
5,12,2004,0.0014049877063575693
5,12,2005,0.002726343292059525
5,12,2006,0.0040853381752156154
5,12,2007,0.006395663956639566
5,12,2008,0.010280888562511473
5,12,2009,0.011832197920401577
5,12,2010,0.0022679692951849267
5,12,2011,0.003967538322813345
5,12,2012,0.008276358402302987
5,12,2013,0.013264945171559957
5,12,2014,0.00759180790960452
5,12,2015,0.008761381205978355
5,12,2016,0.01639615766810202
5,12,2017,0.01273166800966962
5,12,2018,0.008419786498270937
5,12,2019,0.008992805755395683
5,12,2020,0.0016661617691608604
5,12,2021,0.006295607383030476
5,12,2022,0.0032833690221270523
5,12,2023,-0.0005762858377755367
5,13,2000,0.0029631720050797236
5,13,2001,0.0023013401922295927
5,13,2002,0.002817298211015636
5,13,2003,0.005758710048949035
5,13,2004,0.0019525801952580196
5,13,2005,0.0015324602953468932
5,13,2006,0.005533484676503973
5,13,2007,0.007089120370370371
5,13,2008,0.005754758742806552
5,13,2009,0.010352264557872035
5,13,2010,0.002730277338698089
5,13,2011,0.004146828444171402
5,13,2012,0.0046602525556223694
5,13,2013,0.01217365796421238
5,13,2014,0.009682299546142208
5,13,2015,0.005720823798627002
5,13,2016,0.013278711682441022
5,13,2017,0.010505673063454265
5,13,2018,0.009846972721224218
5,13,2019,0.00621985275450622
5,13,2020,0.004676923076923077
5,13,2021,0.004860267314702308
5,13,2022,0.0004666355576294914
5,13,2023,0.0008238201718253501
5,14,2000,0.0007901569025849419
5,14,2001,0.002960331557134399
5,14,2002,0.004736382899164901
5,14,2003,0.0007578628268283441
5,14,2004,0.002506927035228922
5,14,2005,0.004168403501458941
5,14,2006,0.005372543475187332
5,14,2007,0.003596624706045096
5,14,2008,0.008201129335842968
5,14,2009,0.00547373908510361
5,14,2010,0.003261824112407477
5,14,2011,0.0021099664887675312
5,14,2012,0.003454848701453419
5,14,2013,0.007076566125290023
5,14,2014,0.008324895938800765
5,14,2015,0.007134767836919592
5,14,2016,0.015403904710729
5,14,2017,0.012642225031605562
5,14,2018,0.013000890471950133
5,14,2019,0.008379888268156424
5,14,2020,0.003228699551569507
5,14,2021,0.006502890173410405
5,14,2022,0.0035254715318173806
5,14,2023,-0.000532103582830791
5,15,2000,0.002401784182535598
5,15,2001,0.002659132458035566
5,15,2002,0.0035460992907801418
5,15,2003,0.005423320277191925
5,15,2004,0.0026974374344372848
5,15,2005,0.0007583801001061733
5,15,2006,0.006155167477812768
5,15,2007,0.007017041386223686
5,15,2008,0.004039821093637282
5,15,2009,0.009197679354747417
5,15,2010,0.005819461361483286
5,15,2011,0.0011259676284306826
5,15,2012,0.0018632650136161675
5,15,2013,0.012870733072188025
5,15,2014,0.007378532646526521
5,15,2015,0.013764722576983114
5,15,2016,0.01594896331738437
5,15,2017,0.012294474892608502
5,15,2018,0.0067752630820239294
5,15,2019,0.007267441860465116
5,15,2020,0.005305039787798408
5,15,2021,0.006970753144415821
5,15,2022,0.005477424130273871
5,15,2023,0.00045815516188149055
5,16,2000,0.000717772035601493
5,16,2001,0.00641025641025641
5,16,2002,0.0029358311198098698
5,16,2003,0.004801920768307323
5,16,2004,0.005970528455284553
5,16,2005,-0.0013637490701710886
5,16,2006,0.004747211013529551
5,16,2007,0.004331031253657965
5,16,2008,0.010092614580859654
5,16,2009,0.009814981949458484
5,16,2010,0.007359050445103857
5,16,2011,0.0061234691327168205
5,16,2012,0.008738601823708206
5,16,2013,0.0169177901136664
5,16,2014,0.012461921905289393
5,16,2015,0.01612677043892862
5,16,2016,0.013428336530556317
5,16,2017,0.01514547628537266
5,16,2018,0.010123013839056894
5,16,2019,0.003852367341866534
5,16,2020,0.003451251078515962
5,16,2021,0.007866507747318237
5,16,2022,0.0038181187087816732
5,16,2023,0.000336436021083324
5,17,2000,-9.700261907071492e-05
5,17,2001,0.00037959667852906285
5,17,2002,9.372071227741331e-05
5,17,2003,0.001664626682986536
5,17,2004,0.0018748197288722239
5,17,2005,0.0008600917431192661
5,17,2006,0.0023857238286096
5,17,2007,0.0029620277750801206
5,17,2008,0.0022400779157535915
5,17,2009,0.003481894150417827
5,17,2010,0.0036633567916706834
5,17,2011,0.003110273327049953
5,17,2012,0.0026577204600906237
5,17,2013,0.004882119757980388
5,17,2014,0.003099685898495619
5,17,2015,0.005814432989690721
5,17,2016,0.006982124079915878
5,17,2017,0.0046931727618878954
5,17,2018,0.0031194091472085874
5,17,2019,0.0017190680841438588
5,17,2020,0.0007587253414264037
5,17,2021,0.0018589005930778084
5,17,2022,0.0008982304859426928
5,17,2023,0.0014444996163047895
5,18,2000,0.0011388440732656353
5,18,2001,0.0009068923821039903
5,18,2002,0.0009130103981739792
5,18,2003,0.002151529122483479
5,18,2004,0.0010439970171513796
5,18,2005,0.0011345698500394633
5,18,2006,0.0023833167825223437
5,18,2007,0.002772913018096906
5,18,2008,0.002089760175141805
5,18,2009,0.004096623816923294
5,18,2010,0.001813318826782719
5,18,2011,0.0027186023709778054
5,18,2012,0.0027612391060488394
5,18,2013,0.00335421297231764
5,18,2014,0.002677324227844172
5,18,2015,0.003391705069124424
5,18,2016,0.006605313937954579
5,18,2017,0.008634133353619108
5,18,2018,0.005086868054468618
5,18,2019,0.0029104324656691943
5,18,2020,0.0013735046521931769
5,18,2021,0.0029540019693346463
5,18,2022,0.0017306028266512836
5,18,2023,0.0023840175463691413
5,19,2000,0.009632920271218143
5,19,2001,0.010009598244892363
5,19,2002,0.010346073913436343
5,19,2003,0.011503371677905593
5,19,2004,0.010930123761323523
5,19,2005,0.008793705558126814
5,19,2006,0.008668833875135451
5,19,2007,0.013070323149707321
5,19,2008,0.014300894359337643
5,19,2009,0.013290705640557204
5,19,2010,0.013875706214689266
5,19,2011,0.014440109421947173
5,19,2012,0.01584018801410106
5,19,2013,0.013869431213224993
5,19,2014,0.014474107430041815
5,19,2015,0.013104698173706956
5,19,2016,0.015686462630720523
5,19,2017,0.013687366995550397
5,19,2018,0.020033803937164446
5,19,2019,0.016442451420029897
5,19,2020,0.015838836252272944
5,19,2021,0.01470255598280932
5,19,2022,0.014764808362369338
5,19,2023,0.009805600753618225
6,0,2000,0.0016217831078485768
6,0,2001,0.0013340792701295348
6,0,2002,0.0012138650361911613
6,0,2003,0.0005590756615728662
6,0,2004,0.0016572296644109929
6,0,2005,0.001653557382910261
6,0,2006,0.0012734378430597638
6,0,2007,0.0013437849944008958
6,0,2008,0.0009473541751251861
6,0,2009,0.0013188883655204898
6,0,2010,0.0011540970445080034
6,0,2011,0.0017919311898423101
6,0,2012,0.0018051499867268383
6,0,2013,0.0017320107069752795
6,0,2014,0.002220959661174526
6,0,2015,0.0029089397953353073
6,0,2016,0.003300497613486341
6,0,2017,0.0034639644297383932
6,0,2018,0.001976479889317126
6,0,2019,0.0028454898985108604
6,0,2020,0.0020669892422605345
6,0,2021,0.0010968921389396709
6,0,2022,0.001451936627236623
6,0,2023,0.0012832188095040981
6,1,2000,0.003419408088668789
6,1,2001,0.0013395319517768497
6,1,2002,0.0018658197697499007
6,1,2003,0.0029710324337707352
6,1,2004,0.0025892440256377607
6,1,2005,0.0025209327451156927
6,1,2006,0.003951825366955213
6,1,2007,0.004998317873792474
6,1,2008,0.0012602100350058343
6,1,2009,0.002040532393451746
6,1,2010,0.0024996528259963896
6,1,2011,0.0030838239416876925
6,1,2012,0.002027089284068921
6,1,2013,0.003082696689451816
6,1,2014,0.0035258412925109344
6,1,2015,0.005331164723954097
6,1,2016,0.005110307864888446
6,1,2017,0.0062855432505237955
6,1,2018,0.003920014094432699
6,1,2019,0.0024149188318948168
6,1,2020,0.004038162857776792
6,1,2021,0.004478029666946544
6,1,2022,0.0037730640040491417
6,1,2023,0.0009916610322289836
6,2,2000,0.003575685339690107
6,2,2001,0.0028005885982816726
6,2,2002,0.0011942865332250513
6,2,2003,0.0017071505219003024
6,2,2004,0.001810299652231909
6,2,2005,0.0019462641222823508
6,2,2006,0.001975929585054787
6,2,2007,0.0015979270136039733
6,2,2008,0.0019868109570510654
6,2,2009,0.00160296971230912
6,2,2010,0.0016963528413910093
6,2,2011,0.001638400566798034
6,2,2012,0.002299379167624741
6,2,2013,0.0028383492521174987
6,2,2014,0.0034329474935082083
6,2,2015,0.0044413480797700945
6,2,2016,0.004084532054697212
6,2,2017,0.00374414976599064
6,2,2018,0.0020925366193908393
6,2,2019,0.002042239489938235
6,2,2020,0.003406029180011184
6,2,2021,0.0019011406844106464
6,2,2022,0.003081744580830504
6,2,2023,0.0018465326220763233
6,3,2000,0.0022101151315789473
6,3,2001,0.0009048408988086261
6,3,2002,0.0008667278474558988
6,3,2003,0.0021067071677036892
6,3,2004,0.001603395425607168
6,3,2005,0.0022402688322598714
6,3,2006,0.001536237122718236
6,3,2007,0.002831185294739066
6,3,2008,0.001270595950487745
6,3,2009,0.0016004996681890933
6,3,2010,0.0007839755399631532
6,3,2011,0.0011896264572924102
6,3,2012,0.002781754960114543
6,3,2013,0.0010459375784453184
6,3,2014,0.0026892386368646123
6,3,2015,0.004626844954425577
6,3,2016,0.005334830829706584
6,3,2017,0.005255220947767674
6,3,2018,0.004176959353245004
6,3,2019,0.0024540992546809672
6,3,2020,0.0012531328320802004
6,3,2021,0.002350494959996384
6,3,2022,0.0027848996552028997
6,3,2023,-0.00013204225352112675
6,4,2000,0.004738745479486221
6,4,2001,0.005375671958994874
6,4,2002,0.004248197734294541
6,4,2003,0.0031515483694162785
6,4,2004,0.0045223289994347085
6,4,2005,0.002979414951245937
6,4,2006,0.0037195205951232953
6,4,2007,0.005555555555555556
6,4,2008,0.006358860934476085
6,4,2009,0.004711425206124852
6,4,2010,0.0013717421124828531
6,4,2011,0.004829459704195593
6,4,2012,0.008053691275167786
6,4,2013,0.006862745098039216
6,4,2014,0.014195361911454674
6,4,2015,0.016316015457277802
6,4,2016,0.01439055979277594
6,4,2017,0.015887564925145127
6,4,2018,0.009247448979591837
6,4,2019,0.006908197727970525
6,4,2020,0.004942339373970346
6,4,2021,0.005016969160395455
6,4,2022,0.007327586206896552
6,4,2023,-0.000275027502750275
6,5,2000,0.0020638414969730325
6,5,2001,0.00575788109975529
6,5,2002,0.00193596425912137
6,5,2003,0.0037429819089207735
6,5,2004,0.0017535469472341782
6,5,2005,0.0040121970791205264
6,5,2006,0.008024585965511354
6,5,2007,0.010431654676258994
6,5,2008,0.009693053311793215
6,5,2009,0.0031875332034708697
6,5,2010,0.0015471892728210418
6,5,2011,0.0051477914314181335
6,5,2012,0.00816130580892943
6,5,2013,0.01026662580447441
6,5,2014,0.0090727356604644
6,5,2015,0.013003901170351105
6,5,2016,0.012535211267605633
6,5,2017,0.01711245326430831
6,5,2018,0.008118081180811807
6,5,2019,0.010146737433655947
6,5,2020,0.002633617350890782
6,5,2021,0.0032107882485150102
6,5,2022,0.0054027504911591355
6,5,2023,-0.0030249960197420793
6,6,2000,0.0077728426395939085
6,6,2001,0.0040625
6,6,2002,0.0024290268711097615
6,6,2003,0.003995082974800246
6,6,2004,0.004468412942989214
6,6,2005,0.0035301668806161745
6,6,2006,0.005825854196189577
6,6,2007,0.008411363275670528
6,6,2008,0.003641386238071321
6,6,2009,0.0024804663276696017
6,6,2010,0.00037332005973120957
6,6,2011,0.002854547813675879
6,6,2012,0.004679328378750344
6,6,2013,0.009511641113003975
6,6,2014,0.008389715832205684
6,6,2015,0.011419922949917446
6,6,2016,0.011494252873563218
6,6,2017,0.012444690265486726
6,6,2018,0.010448859455481973
6,6,2019,0.0021416551935138444
6,6,2020,0.0015158405335758678
6,6,2021,0.005373936408419167
6,6,2022,0.0026621829900518425
6,6,2023,-0.0026644229420838593
6,7,2000,0.003893856359965388
6,7,2001,0.0031958163858221964
6,7,2002,0.002756086357372531
6,7,2003,0.005879548704910218
6,7,2004,0.0027493508477165114
6,7,2005,0.005212987786714328
6,7,2006,0.002047981275599766
6,7,2007,0.007270135424091233
6,7,2008,0.004354333922982719
6,7,2009,0.002870028700287003
6,7,2010,0.000717154331612163
6,7,2011,0.003891632989073492
6,7,2012,0.00765625
6,7,2013,0.007485268354833572
6,7,2014,0.016624040920716114
6,7,2015,0.013600816048962938
6,7,2016,0.014619361740060616
6,7,2017,0.01651865008880995
6,7,2018,0.009970264124540842
6,7,2019,0.00798233695652174
6,7,2020,0.0022996057818659658
6,7,2021,0.0033428844317096467
6,7,2022,0.0030413625304136255
6,7,2023,-0.002124753376840188
6,8,2000,0.006896551724137931
6,8,2001,0.0018146286990508096
6,8,2002,0.002704241389126103
6,8,2003,0.0029278290147855364
6,8,2004,0.001539645881447267
6,8,2005,0.005017485175611981
6,8,2006,0.00504334121355398
6,8,2007,0.007831229023493686
6,8,2008,0.0052251421546027355
6,8,2009,0.004021033096195484
6,8,2010,-0.0004578754578754579
6,8,2011,0.0028379387602688573
6,8,2012,0.0025851581508515814
6,8,2013,0.010900832702498107
6,8,2014,0.011859582542694497
6,8,2015,0.01303187313550008
6,8,2016,0.008851703649812052
6,8,2017,0.010717437901903921
6,8,2018,0.008727091385114075
6,8,2019,0.006141890198044623
6,8,2020,0.0006529972574115189
6,8,2021,0.0063685449259310535
6,8,2022,0.0008496176720475786
6,8,2023,-0.0009455626097528029
6,9,2000,0.0052090472926662095
6,9,2001,0.0009722222222222222
6,9,2002,0.005112615724747823
6,9,2003,0.0023884161815196296
6,9,2004,0.00352814848903206
6,9,2005,0.0016796457474423576
6,9,2006,0.004178480823757648
6,9,2007,0.006369426751592357
6,9,2008,0.004935834155972359
6,9,2009,0.001309662398137369
6,9,2010,0.0014684287812041115
6,9,2011,0.003847337642351493
6,9,2012,0.005359394703656999
6,9,2013,0.006870229007633588
6,9,2014,0.007590415240363149
6,9,2015,0.008486976880304361
6,9,2016,0.011156616297133173
6,9,2017,0.013883272678258526
6,9,2018,0.007847381951021512
6,9,2019,0.007318123116659492
6,9,2020,0.0043602465794617355
6,9,2021,0.0029794574251215305
6,9,2022,0.0033616135745157677
6,9,2023,-0.004032908533634457
6,10,2000,0.009123773454983646
6,10,2001,0.0032011381824648766
6,10,2002,0.0024739353242622373
6,10,2003,0.005737134909596662
6,10,2004,0.001341156747694887
6,10,2005,0.0013029315960912053
6,10,2006,0.006691094471881472
6,10,2007,0.004528301886792453
6,10,2008,0.0010441527446300716
6,10,2009,0.0017045454545454545
6,10,2010,0.0008295313148071339
6,10,2011,0.00028042624789680314
6,10,2012,0.003888808872245427
6,10,2013,0.009174311926605505
6,10,2014,0.00912354172898594
6,10,2015,0.01311525999074217
6,10,2016,0.01244622003687769
6,10,2017,0.014708089449197059
6,10,2018,0.010458688181682354
6,10,2019,0.0028447372361131906
6,10,2020,0.0010226442658875091
6,10,2021,0.003305785123966942
6,10,2022,0.004007718569096037
6,10,2023,-0.0009383797309978105
6,11,2000,0.00667315445572084
6,11,2001,0.0055880441845354125
6,11,2002,0.002417302798982188
6,11,2003,0.004669156883671291
6,11,2004,0.0015717092337917485
6,11,2005,0.0023578363384188627
6,11,2006,0.007440263270854199
6,11,2007,0.006450645064506451
6,11,2008,0.004261363636363636
6,11,2009,0.003613761202659728
6,11,2010,-0.00014210601108426886
6,11,2011,0.0039303761931499155
6,11,2012,0.004098960620699751
6,11,2013,0.007373400111296605
6,11,2014,0.008358553105634818
6,11,2015,0.007187005893344833
6,11,2016,0.005956704925177974
6,11,2017,0.011532125205930808
6,11,2018,0.008100950303785636
6,11,2019,0.0050823964269213
6,11,2020,0.003307276007215875
6,11,2021,0.0016608787558508229
6,11,2022,0.002397722163944253
6,11,2023,-0.0021780165529258024
6,12,2000,0.003808653260207191
6,12,2001,0.0034853765722079105
6,12,2002,0.0
6,12,2003,0.0026045434814064533
6,12,2004,0.002440424921045076
6,12,2005,0.00043821209465381246
6,12,2006,0.004716263502205994
6,12,2007,0.005763688760806916
6,12,2008,0.004180736452805918
6,12,2009,0.0028523489932885905
6,12,2010,0.002181208053691275
6,12,2011,0.0021562448167191904
6,12,2012,0.003896736483195324
6,12,2013,0.005326648911170296
6,12,2014,0.009111617312072893
6,12,2015,0.012207381875628321
6,12,2016,0.008701854493580598
6,12,2017,0.01110948691711738
6,12,2018,0.009311262193319538
6,12,2019,0.008200322155513253
6,12,2020,0.0008957897879964168
6,12,2021,0.005917159763313609
6,12,2022,0.00320659642693541
6,12,2023,-0.000892458723784025
6,13,2000,0.006163559831629585
6,13,2001,0.0037561398439757295
6,13,2002,0.004519609272488701
6,13,2003,0.0036905606813342796
6,13,2004,0.0024158021884325706
6,13,2005,0.002230897936419409
6,13,2006,0.005148184221511061
6,13,2007,0.00574068888266592
6,13,2008,0.0025235755080355955
6,13,2009,0.0026141992294991746
6,13,2010,0.00307771223390613
6,13,2011,0.002674477840040754
6,13,2012,0.00241773002014775
6,13,2013,0.00849007314524556
6,13,2014,0.00691754288876591
6,13,2015,0.010139960011425307
6,13,2016,0.006586826347305389
6,13,2017,0.007093204709887928
6,13,2018,0.005159071367153913
6,13,2019,0.00537558353373886
6,13,2020,0.0016706111652512877
6,13,2021,0.0010259416678880258
6,13,2022,0.004430905566325118
6,13,2023,-0.005922288025422505
6,14,2000,0.006021505376344086
6,14,2001,0.004363636363636364
6,14,2002,0.0037380382775119617
6,14,2003,0.005766832917705736
6,14,2004,0.0018359853121175031
6,14,2005,0.0014843402107763098
6,14,2006,0.00718562874251497
6,14,2007,0.006263982102908278
6,14,2008,0.002449920737858481
6,14,2009,0.004213060487511285
6,14,2010,0.0020942408376963353
6,14,2011,-0.0015752541887440927
6,14,2012,0.0028876696505919725
6,14,2013,0.009016745384285102
6,14,2014,0.007687844502465913
6,14,2015,0.009382566585956417
6,14,2016,0.0122533418204965
6,14,2017,0.01438618925831202
6,14,2018,0.006952491309385863
6,14,2019,0.006950190302829721
6,14,2020,0.00115549686365137
6,14,2021,0.0030759268253197345
6,14,2022,0.00420954162768943
6,14,2023,-0.002560626600391625
6,15,2000,0.0023960535588442564
6,15,2001,0.0022598870056497176
6,15,2002,0.006238212679529958
6,15,2003,0.003939305515027721
6,15,2004,-0.002164189871591401
6,15,2005,-0.00014596409283316303
6,15,2006,0.004164807377658783
6,15,2007,0.0035831591519856674
6,15,2008,0.004185308125270602
6,15,2009,0.002483927527761543
6,15,2010,0.00028312570781426955
6,15,2011,0.0032998565279770443
6,15,2012,0.003519144144144144
6,15,2013,0.010021171489061398
6,15,2014,0.0073153899240855766
6,15,2015,0.011403142817410653
6,15,2016,0.011231552827478125
6,15,2017,0.01004228329809725
6,15,2018,0.006973882127717763
6,15,2019,0.007501293326435592
6,15,2020,0.0023237800154918666
6,15,2021,0.0025675675675675674
6,15,2022,0.002219610915263089
6,15,2023,-0.0020683949255377826
6,16,2000,0.004141082393260031
6,16,2001,0.003430787589498807
6,16,2002,0.002405887347863006
6,16,2003,0.002424069585056324
6,16,2004,-0.00028260562385191464
