Region,Age,Year,MigrationCoefficient
1,13,2012,0.006448839208942391
1,13,2013,0.006806408866401639
1,13,2014,0.0075323350238573955
1,13,2015,0.005862867528508194
1,13,2016,0.008049385704775163
1,13,2017,0.007279154060449929
1,13,2018,0.0072999120492524185
1,13,2019,0.005556681040720053
1,13,2020,0.0012639623750734861
1,13,2021,-8.724480893386844e-05
1,13,2022,0.001696984131709786
1,13,2023,-0.0005126349436101563
1,14,2000,0.0046809450209759325
1,14,2001,0.003364066782955395
1,14,2002,0.001142204454597373
1,14,2003,0.0019567939887288666
1,14,2004,0.0005923000987166831
1,14,2005,0.0026954177897574125
1,14,2006,0.007140041175697578
1,14,2007,0.009311997106952356
1,14,2008,0.0075561312607944735
1,14,2009,0.00927369716864998
1,14,2010,0.007829418624021322
1,14,2011,0.010652862154530676
1,14,2012,0.011092077087794432
1,14,2013,0.011871696084580234
1,14,2014,0.010448987041430918
1,14,2015,0.010608703852138242
1,14,2016,0.011435406698564594
1,14,2017,0.012108559498956159
1,14,2018,0.0131986531986532
1,14,2019,0.00916009019165727
1,14,2020,0.0028130714051291666
1,14,2021,0.002061361457334612
1,14,2022,0.0005160442859823606
1,14,2023,0.0028412934650250306
1,15,2000,0.00514721919302072
1,15,2001,0.005069006645084342
1,15,2002,0.0015505108734544587
1,15,2003,0.0016751056458674382
1,15,2004,0.0020743919885550786
1,15,2005,0.003019193444037093
1,15,2006,0.007270930396724552
1,15,2007,0.007183543155679715
1,15,2008,0.007566895744991958
1,15,2009,0.011454573983994978
1,15,2010,0.01077427283900041
1,15,2011,0.010870944545493
1,15,2012,0.012359692268886367
1,15,2013,0.01096280179086991
1,15,2014,0.010159536471148504
1,15,2015,0.011746699827817104
1,15,2016,0.010293584632113084
1,15,2017,0.011084001394214012
1,15,2018,0.0066570285445314865
1,15,2019,0.006210971597394749
1,15,2020,0.0033957504608518483
1,15,2021,0.003397218127043138
1,15,2022,0.0031441597233139444
1,15,2023,0.0012758277321384117
1,16,2000,0.0068601899284023845
1,16,2001,0.005075361427253153
1,16,2002,0.0036330331247137844
1,16,2003,0.0030557219892150987
1,16,2004,0.003218404505766308
1,16,2005,0.004626829563324059
1,16,2006,0.0076294605310585125
1,16,2007,0.009776407093292213
1,16,2008,0.012929475587703436
1,16,2009,0.016359206404455272
1,16,2010,0.014841308995231048
1,16,2011,0.0157636975818794
1,16,2012,0.017728663990141908
1,16,2013,0.015216433748448324
1,16,2014,0.017500406041903525
1,16,2015,0.019421761200617966
1,16,2016,0.02150439655565174
1,16,2017,0.020422351612062222
1,16,2018,0.014184690459451636
1,16,2019,0.01182261864692023
1,16,2020,0.007581336914612486
1,16,2021,0.006572120373573158
1,16,2022,0.005131436802304645
1,16,2023,0.004776777512401249
1,17,2000,0.008225783576797617
1,17,2001,0.008486766398158803
1,17,2002,0.00765235135887209
1,17,2003,0.004999774784919598
1,17,2004,0.005293506002457699
1,17,2005,0.005857345299952763
1,17,2006,0.011701256801656474
1,17,2007,0.015137225313590493
1,17,2008,0.01455873073109168
1,17,2009,0.015206309093285696
1,17,2010,0.013264398016697038
1,17,2011,0.015447541895004368
1,17,2012,0.013039346131914084
1,17,2013,0.012816393559672986
1,17,2014,0.012890021902265628
1,17,2015,0.015626653497477865
1,17,2016,0.019278945648622155
1,17,2017,0.023607038123167154
1,17,2018,0.014111080539286978
1,17,2019,0.011213341000575043
1,17,2020,0.00614432814949786
1,17,2021,0.0051782932682187515
1,17,2022,0.006098834537783533
1,17,2023,0.006429726638002445
1,18,2000,0.007264290875898528
1,18,2001,0.0068665516249640495
1,18,2002,0.006380248968410832
1,18,2003,0.0051184263348052995
1,18,2004,0.004978615343491045
1,18,2005,0.005694980694980695
1,18,2006,0.007749960133949929
1,18,2007,0.010983852797596696
1,18,2008,0.009441555225359088
1,18,2009,0.010089652927774655
1,18,2010,0.012003046458492003
1,18,2011,0.01083240037520046
1,18,2012,0.010978133717268064
1,18,2013,0.012128454070201643
1,18,2014,0.010062625402809023
1,18,2015,0.012526096033402923
1,18,2016,0.025417334716589645
1,18,2017,0.04716266214951188
1,18,2018,0.022565474392716917
1,18,2019,0.01354205491365387
1,18,2020,0.00670049188582052
1,18,2021,0.008867667121418827
1,18,2022,0.009811442645455647
1,18,2023,0.008681408681408681
1,19,2000,0.02113799521403882
1,19,2001,0.0234499749076144
1,19,2002,0.016864214746383128
1,19,2003,0.012274549098196393
1,19,2004,0.014569705207713873
1,19,2005,0.015242171463510503
1,19,2006,0.02139967813492236
1,19,2007,0.02214573615325393
1,19,2008,0.017032865583456427
1,19,2009,0.01879200984568778
1,19,2010,0.01840638216070742
1,19,2011,0.011208259696772393
1,19,2012,0.01207060852203113
1,19,2013,0.014740035072752263
1,19,2014,0.012835693648463032
1,19,2015,0.014432591591446638
1,19,2016,0.014347066874321582
1,19,2017,0.014852153562266528
1,19,2018,0.03394766582630618
1,19,2019,0.010316719028615097
1,19,2020,-0.01207604320274202
1,19,2021,-0.009522721212813773
1,19,2022,-0.004402448190701171
1,19,2023,-0.003886989382760482
3,0,2000,0.0010622477161674102
3,0,2001,0.001312383799351099
3,0,2002,0.0007368110816386678
